Sample ID,Class,405,435,450,470,505,525,570,590,630,645,660,700,850,870,890,910,940,970,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,StdDev 16,StdDev 17,StdDev 18
M5_12198,0,6.592985,8.680407,11.00977,14.5996,17.96103,16.91241,12.91856,27.70564,51.56168,56.81643,59.6686,70.22648,60.57514,58.63847,55.17656,49.54755,48.48624,41.88814,1.469638,2.228207,2.855616,3.624341,4.19594,4.029175,3.136064,4.745059,5.336897,5.106642,4.97248,4.621207,4.653754,4.729078,4.6498,4.554184,4.645439,4.719857
M1_12206,0,6.418417,8.540799,10.81276,14.19665,17.20687,16.26718,12.99597,24.43353,39.08555,43.06852,45.87089,61.42388,58.59711,56.74502,53.28945,48.1814,47.42398,41.98936,1.27377,2.095466,2.758462,3.547098,4.209775,4.050777,3.177726,5.081486,6.567305,6.530074,6.448934,5.769666,5.394592,5.465295,5.346152,5.158463,5.240608,5.198056
M2_12206,0,6.677352,8.931385,11.32456,14.8457,18.12909,17.13855,13.57449,25.97698,42.08381,46.0705,48.77021,63.30226,60.15929,58.36763,54.86433,49.63749,48.87697,43.27602,1.35655,2.149002,2.783259,3.543864,4.178597,4.031564,3.18375,5.006206,6.390115,6.346645,6.262824,5.695272,5.28071,5.335213,5.185381,4.994282,5.067683,5.024655
M3_12206,0,6.566334,8.751959,11.08295,14.57439,17.85342,16.84321,13.22257,25.89649,43.04915,47.17451,49.88536,63.97393,60.2711,58.47733,54.99025,49.65867,48.87845,43.16357,1.329872,2.152552,2.811169,3.585928,4.218118,4.057553,3.201461,5.05404,6.573565,6.540174,6.437062,5.734723,5.356737,5.429062,5.303384,5.10908,5.207633,5.196077
M4_12206,0,6.42455,8.607065,10.95015,14.41275,17.60366,16.64405,13.16979,25.51386,41.41279,45.40518,48.15589,62.86068,59.52709,57.74163,54.24984,49.06841,48.29536,42.70934,1.344745,2.147235,2.785972,3.557699,4.190004,4.017709,3.162972,4.997039,6.50855,6.48869,6.39925,5.776971,5.390182,5.441346,5.274854,5.045542,5.113087,5.030339
M5_12206,0,6.359629,8.409577,10.67789,14.05533,16.98728,16.06026,13.00564,24.21551,38.68443,42.75052,45.65393,61.21255,59.33744,57.50347,54.00862,48.66421,47.86722,42.21758,1.339633,2.191369,2.865419,3.676025,4.335373,4.168221,3.272058,5.236733,6.737104,6.699328,6.613369,5.986239,5.534805,5.586519,5.425001,5.17553,5.262201,5.214949
M1_12213,0,6.425745,7.989977,9.87743,12.9237,15.79592,14.7792,11.32484,23.36866,43.75837,48.409,50.90112,61.6013,57.46818,55.70068,52.52326,47.47741,46.5989,40.96341,1.159511,1.819587,2.417943,3.195871,3.837596,3.647002,2.72374,4.748497,6.343269,6.27013,6.174273,5.523849,4.853569,4.897302,4.799943,4.636702,4.707875,4.697757
M2_12213,0,6.311269,7.938907,9.887387,12.99237,16.04785,15.02026,11.33199,24.85375,48.0144,53.1801,55.89297,66.18757,58.04705,56.22014,52.95174,47.86401,47.00227,41.27589,1.146538,1.830114,2.444119,3.245108,3.886156,3.690072,2.740653,4.683814,6.141799,6.117809,6.078235,5.642969,4.82728,4.88201,4.787823,4.62613,4.701869,4.693031
M3_12213,0,6.483181,8.091424,10.05364,13.15259,16.22694,15.20991,11.57028,25.05995,48.07489,53.19988,55.92946,66.02648,57.91988,56.06373,52.8647,47.8282,46.95381,41.29832,1.235496,1.882265,2.463396,3.231838,3.863751,3.676466,2.766901,4.597609,5.867718,5.841155,5.820017,5.432594,4.870835,4.926716,4.837905,4.655403,4.726905,4.717382
M4_12213,0,6.731696,8.39568,10.40368,13.61632,16.72733,15.68134,12.1338,25.74005,48.34009,53.35403,56.15796,66.96737,58.86491,56.99677,53.75819,48.56684,47.69788,42.0007,1.288367,1.931074,2.490037,3.206636,3.77873,3.604768,2.755522,4.57028,5.97582,5.974766,5.970044,5.731201,4.916039,4.95611,4.854109,4.642534,4.718747,4.699927
M5_12213,0,6.621758,8.52807,10.65759,14.04081,17.33551,16.27234,12.51596,26.90934,50.27964,55.34422,58.10313,68.54006,60.42453,58.6203,55.3675,50.07703,49.23338,43.641,1.21708,1.878715,2.455622,3.184137,3.780948,3.612432,2.795646,4.539187,5.794384,5.762379,5.712943,5.525704,5.066035,5.114231,5.008321,4.766891,4.840675,4.830246
M1_12255,0,5.823687,7.05691,8.697599,11.47283,14.23873,13.39429,10.66898,21.04667,38.66992,43.24027,45.96593,57.40209,56.30387,54.52464,51.8131,47.01013,46.082,41.06335,1.153515,1.833675,2.476155,3.305374,4.096399,3.92214,3.048651,5.392453,7.470745,7.480013,7.47176,6.823785,5.837511,5.861915,5.752849,5.485998,5.558132,5.539803
M2_12255,0,6.324744,7.473195,9.155862,11.96901,14.89013,14.01012,11.06955,22.49332,42.59569,47.64614,50.52365,61.1041,56.21912,54.372,51.60116,46.97369,46.0911,41.19688,1.224358,1.793146,2.34522,3.0669,3.731555,3.58277,2.81449,4.826478,6.900816,7.03466,7.061826,6.375131,5.252384,5.270217,5.155005,4.943143,5.001667,5.007696
M3_12255,0,6.289274,7.466733,9.122676,11.839,14.68559,13.84251,10.93843,22.64864,44.30431,49.7057,52.66859,62.84665,56.33028,54.4714,51.71556,47.03731,46.10605,41.08083,1.178422,1.715114,2.250091,2.959247,3.64714,3.499138,2.759174,4.818412,6.859247,6.998747,7.061875,6.612863,5.420384,5.436063,5.299621,5.019676,5.07801,5.035264
M4_12255,0,6.436611,7.828287,9.625148,12.46416,15.55365,14.73733,11.95541,24.99268,47.75777,53.17398,56.47856,67.40778,57.9356,56.00254,53.20786,48.39336,47.42836,42.20182,1.238243,1.751435,2.248032,2.911322,3.625642,3.5394,2.920323,4.72768,5.89319,5.84457,5.854372,5.857818,5.457316,5.465467,5.318549,5.004906,5.058371,4.990888
M5_12255,0,6.245476,7.308,8.856262,11.50036,14.4058,13.56537,10.72134,22.85767,45.81603,51.59122,54.67599,64.55275,56.0646,54.16362,51.4131,46.85422,45.96902,41.09907,1.03424,1.570212,2.107306,2.815556,3.504573,3.382152,2.680285,4.47873,5.957679,6.051748,6.094727,5.754221,4.971175,5.002887,4.902854,4.696137,4.767056,4.804515
M1_12269,0,6.531898,8.595305,10.84869,14.24739,17.38439,16.44488,12.79824,26.81817,49.09176,54.2094,57.31717,68.44268,58.84222,56.75296,53.77502,48.60551,47.62954,41.91966,1.0885,1.829479,2.438912,3.171241,3.708932,3.576342,2.836687,4.344871,5.527794,5.425605,5.277107,4.546882,4.682689,4.709667,4.713565,4.58127,4.647904,4.692154
M2_12269,0,6.400146,8.270871,10.38638,13.60608,16.52847,15.65435,12.44744,25.99331,46.66839,51.76886,55.23791,68.77016,58.05794,56.05331,52.9285,47.84071,46.92076,41.45563,1.162985,1.918373,2.540272,3.287443,3.809899,3.669564,2.925801,4.354893,5.081552,4.944376,4.865434,4.717206,4.647115,4.6998,4.614253,4.417655,4.477496,4.475537
M3_12269,0,6.296112,8.05661,10.06061,13.12408,15.915,15.07915,11.99089,25.03128,46.02214,51.06382,54.29834,66.61371,57.05563,55.06936,51.97118,46.9774,46.01582,40.41671,1.161888,1.914638,2.555419,3.34984,3.936013,3.768313,2.970203,4.629144,5.603191,5.514176,5.448729,4.913568,4.873378,4.944116,4.857029,4.681875,4.743384,4.741501
M4_12269,0,6.491745,8.322761,10.40305,13.59941,16.6546,15.73312,12.1991,26.02702,48.90335,54.15095,57.2154,68.06245,57.97775,55.86407,52.92028,47.87932,46.91083,41.24551,1.205841,1.891302,2.493483,3.243675,3.767842,3.621503,2.847097,4.298325,5.01842,4.908751,4.860847,4.741427,4.499493,4.479794,4.446035,4.273762,4.333516,4.352977
M5_12269,0,6.361016,8.250481,10.31355,13.42305,16.14764,15.34393,12.33165,25.17963,44.7553,49.7379,53.20107,67.16338,57.21416,55.19386,52.11988,47.10385,46.16239,40.71783,1.382474,2.126003,2.756671,3.538119,4.114502,3.951623,3.159971,4.936664,6.070104,6.023824,6.019663,6.003154,5.631392,5.641587,5.493696,5.183646,5.2404,5.167521
Μ1_12283,0,6.119774,7.505138,9.225211,11.96394,14.60402,13.79642,10.89589,23.56039,45.67737,51.03395,54.4626,67.19045,55.85206,53.81145,50.82047,46.04458,45.15357,39.97319,1.145269,1.70222,2.237607,2.943782,3.509493,3.348392,2.576317,4.243205,5.305623,5.168418,5.09779,4.787807,4.773704,4.822205,4.738866,4.539253,4.598009,4.577535
Μ2_12283,0,5.931779,7.088145,8.691234,11.32007,14.02956,13.21108,10.27137,22.81796,47.18947,52.82926,55.91152,66.16309,55.2891,53.27645,50.31715,45.59218,44.63289,39.27975,1.169273,1.717677,2.274707,3.031171,3.678428,3.511347,2.680579,4.491837,5.757204,5.687453,5.655996,5.261218,5.087495,5.128831,5.032766,4.831417,4.878324,4.853058
Μ3_12283,0,6.129993,7.472507,9.191113,11.92608,14.64306,13.82593,10.84457,23.66617,46.5849,51.93077,55.19487,66.91599,56.10486,54.10945,51.16383,46.47602,45.60042,40.5348,1.28265,1.821361,2.351979,3.062068,3.673637,3.509561,2.699068,4.595128,6.14906,6.096895,6.080282,5.688503,5.31792,5.368958,5.271281,5.048718,5.103107,5.068398
Μ4_12283,0,5.971703,7.206205,8.849557,11.50305,14.07766,13.29568,10.50922,22.46823,43.22985,48.1939,51.30592,63.60509,54.97309,52.9721,50.04816,45.31781,44.39142,39.17419,1.040767,1.537579,2.037836,2.723186,3.326587,3.175688,2.437052,4.308588,6.678124,6.827227,6.796268,5.716982,4.900548,4.958797,4.909295,4.750598,4.806183,4.81671
Μ5_12283,0,5.896096,7.217573,8.928127,11.67614,14.26632,13.43707,10.54246,22.91149,44.03878,49.18872,52.60521,66.1263,55.16562,53.09758,50.0216,45.16496,44.19522,38.79029,1.019854,1.535564,2.04148,2.702336,3.210134,3.053387,2.347111,3.948383,5.926556,5.99249,5.891212,4.897759,4.433498,4.480365,4.407395,4.237529,4.274999,4.244845
M1_12297,0,7.163226,9.473871,11.97567,15.75987,19.13527,18.07251,14.12412,28.23607,50.55577,55.3635,58.09275,68.60032,61.32549,59.58104,56.53938,51.30333,50.38171,44.66824,1.344994,2.133324,2.810765,3.627798,4.222859,4.058099,3.21612,4.865288,5.952795,5.910229,5.874549,5.472622,5.127691,5.198208,5.107329,4.915733,4.997928,5.036525
M2_12297,0,6.938495,9.436867,12.01957,15.85626,19.40916,18.40644,14.37219,29.37545,52.555,57.59556,60.41789,70.55066,61.97855,60.23417,57.18739,51.98643,51.04825,45.2483,1.362789,2.164561,2.825857,3.592522,4.139478,3.995227,3.203078,4.720306,5.562686,5.518465,5.512671,5.580691,5.322422,5.367731,5.225867,4.966763,5.027115,4.99367
M3_12297,0,6.847818,9.218828,11.73152,15.51772,19.09393,18.08059,14.05259,29.21497,53.46278,58.58435,61.33387,70.91612,62.0103,60.28874,57.26377,52.12638,51.26589,45.71758,1.334689,2.198908,2.925466,3.790413,4.466337,4.294275,3.415891,5.153072,5.880064,5.767803,5.708562,5.547062,5.503938,5.580631,5.478297,5.261568,5.348796,5.374883
M4_12297,0,6.649004,8.644471,10.87287,14.27654,17.52543,16.54399,12.76963,27.10413,51.68065,57.01773,59.87021,69.69076,59.97632,58.21297,55.27628,50.48188,49.70169,44.55874,1.318152,2.19745,2.950847,3.865535,4.526393,4.343921,3.397192,5.096342,5.856372,5.746685,5.698445,5.588506,5.528211,5.59019,5.483145,5.248247,5.324554,5.326525
M5_12297,0,6.686948,8.973583,11.45287,15.22168,18.66681,17.61942,13.6841,28.3846,51.56675,56.61638,59.46656,70.0888,61.78862,60.0099,56.93698,51.7126,50.81162,45.09903,1.198277,2.060299,2.784975,3.639649,4.259582,4.101194,3.259931,4.911642,5.610159,5.480958,5.413188,4.97831,4.981143,5.072297,5.021101,4.902081,4.991971,5.096504
M1_12304,0,6.478156,7.938833,9.853511,12.8707,15.79227,14.99874,12.13654,25.19212,48.20426,53.29941,56.61424,68.21226,58.49118,56.46486,53.81789,48.87348,47.76573,42.50341,1.217303,1.804225,2.36689,3.081345,3.643666,3.496575,2.819664,4.397738,5.284915,5.163383,5.13663,4.816929,4.676301,4.731024,4.697242,4.550292,4.606951,4.677311
M2_12304,0,6.741213,8.333393,10.3006,13.39335,16.32246,15.49107,12.68768,26.25263,49.05899,54.39833,58.036,70.69239,59.49943,57.44279,54.76464,49.77593,48.75668,43.78772,1.346121,1.963907,2.532112,3.242745,3.800922,3.669657,2.996189,4.680317,5.686547,5.559839,5.522065,5.21488,5.303279,5.361207,5.324251,5.104803,5.158081,5.170982
M3_12304,0,6.481874,8.182189,10.23476,13.43824,16.47295,15.63077,12.69428,26.58357,49.64077,54.92044,58.50896,70.89124,60.09754,58.05304,55.37109,50.36205,49.36238,44.40598,1.303403,1.933417,2.525938,3.272746,3.848918,3.700176,3.016599,4.677686,5.568796,5.444652,5.413682,5.138756,5.118367,5.173657,5.131634,4.923942,4.986207,5.040027
M4_12304,0,6.806037,8.510595,10.58422,13.73339,16.785,15.94686,13.09215,26.86539,49.54776,54.7555,58.32457,71.02582,60.29218,58.25552,55.55877,50.54839,49.51329,44.44641,1.234254,1.833399,2.376939,3.057393,3.562284,3.436955,2.825153,4.249119,5.003918,4.871533,4.802281,4.520047,4.548218,4.614649,4.586165,4.442831,4.49843,4.564233
M5_12304,0,6.61984,8.283305,10.34648,13.61967,16.74791,15.89994,12.88743,26.78877,50.83356,56.25655,59.73761,71.32091,60.28923,58.25425,55.55972,50.53766,49.51551,44.49151,1.234073,1.868258,2.454912,3.17731,3.721187,3.573221,2.917431,4.382335,5.19996,5.092309,5.070358,4.864367,4.849762,4.898283,4.849664,4.656287,4.70527,4.739652
M1_12339,0,6.374607,9.118248,11.94679,16.16104,20.22535,19.1226,14.84535,30.51692,56.53069,61.85954,64.50346,74.02486,65.53371,63.91924,60.77182,55.16594,54.40013,48.90346,1.656948,2.759189,3.726208,4.972868,5.978175,5.739238,4.509935,7.098457,8.409245,8.124553,7.952552,7.212994,7.52977,7.654164,7.595935,7.331131,7.46443,7.453568
M2_12339,0,6.488083,8.786639,11.34337,15.2003,18.93551,17.82835,13.64424,28.9841,55.36114,60.84451,63.74555,73.26683,63.14373,61.39344,58.1937,52.8421,52.03696,46.5055,1.474792,2.472539,3.325387,4.400279,5.195913,4.978018,3.887961,5.919566,6.762583,6.487025,6.39951,5.769342,6.052559,6.1592,6.092059,5.881887,5.99471,6.023667
M3_12339,0,6.805826,9.383676,12.13853,16.26404,20.1861,19.05815,14.56012,30.34412,56.69847,62.05029,64.6487,73.72855,64.22387,62.52394,59.32982,53.92506,53.14605,47.63197,1.404638,2.332764,3.119258,4.083074,4.807608,4.604521,3.646125,5.330844,5.9236,5.684105,5.564394,5.12608,5.398622,5.494441,5.43158,5.271254,5.378086,5.426188
M4_12339,0,6.906641,9.372539,11.98406,15.9532,19.74676,18.65435,14.3477,29.68668,55.83377,61.20126,63.85585,72.98259,63.44346,61.75055,58.62401,53.37739,52.62398,47.25591,1.489293,2.369133,3.147535,4.117936,4.876843,4.682805,3.698614,5.595522,6.384126,6.158978,6.063709,5.704271,5.86661,5.966078,5.895545,5.699174,5.813299,5.848985
M5_12339,0,7.49293,10.60069,13.72301,18.31402,22.66207,21.51326,16.73736,33.22575,59.3256,64.4639,66.9623,75.69538,67.44321,65.92339,62.73293,57.15632,56.499,51.28131,1.309479,2.159222,2.869944,3.692758,4.309758,4.157941,3.391365,4.700757,4.976303,4.785427,4.703545,4.479732,4.687702,4.785787,4.729524,4.591557,4.685691,4.765569
M1_12346,0,6.434082,8.733183,11.18174,14.86905,18.14133,17.19469,14.00514,27.56993,48.55425,53.63076,57.14605,70.57177,60.27733,58.3024,55.52749,50.35613,49.30802,44.17397,1.349396,2.194581,2.955738,3.895673,4.54748,4.377236,3.606306,5.325326,6.26076,6.108507,6.028142,5.575046,5.568014,5.629507,5.579165,5.353128,5.418977,5.439624
M2_12346,0,6.829799,8.958613,11.34877,14.98777,18.39062,17.40593,13.99884,27.77054,51.42805,56.6995,59.92789,70.61752,60.69535,58.81978,56.10196,50.93023,49.88165,44.76446,1.584915,2.309791,3.010743,3.918131,4.598941,4.416836,3.594374,5.428276,6.405537,6.269046,6.256721,6.060811,5.840413,5.893657,5.815129,5.533524,5.594677,5.577939
M3_12346,0,7.174785,9.357368,11.82387,15.58547,19.01241,18.00738,14.49254,28.6364,52.59811,57.87899,61.06749,71.48621,61.70631,59.81058,57.11116,51.8706,50.83716,45.70436,1.496447,2.187587,2.85461,3.708033,4.330959,4.14861,3.378115,4.98669,5.666561,5.47576,5.416521,5.142324,5.060492,5.118876,5.089934,4.912277,4.984188,5.055938
M4_12346,0,7.122634,9.103444,11.46792,15.11365,18.55286,17.53852,13.9462,28.03694,52.93054,58.50528,61.63327,71.23229,60.74295,58.85191,56.11653,51.02085,50.00249,44.89104,1.495712,2.18948,2.876716,3.782283,4.490025,4.305268,3.448469,5.223087,6.135765,5.959678,5.911131,5.614402,5.590704,5.647076,5.591579,5.360291,5.42838,5.453929
M5_12346,0,7.233343,9.374356,11.78442,15.46176,18.79223,17.77032,14.18744,28.16884,51.74541,57.00063,60.13809,70.53142,60.60172,58.73496,56.0157,50.87008,49.83264,44.6507,1.453397,2.101541,2.735501,3.531669,4.089283,3.922802,3.178821,4.714774,5.57321,5.451395,5.40665,5.130767,5.03809,5.10637,5.063786,4.873696,4.944963,4.990552
M1_13106,0,6.86039,8.871325,11.15126,14.74049,18.21938,17.11016,13.45843,27.98349,52.76491,58.13564,61.03033,71.32492,60.4603,58.48604,55.24911,50.00863,49.10936,43.81043,1.245456,1.973903,2.628253,3.470369,4.122201,3.932411,3.086183,4.700874,5.471561,5.328571,5.245553,4.927716,4.865947,4.895612,4.779334,4.548941,4.60874,4.588005
M1_13106-color,0,6.86039,8.871325,11.15126,14.74049,18.21938,17.11016,13.45843,27.98349,52.76491,58.13564,61.03033,71.32492,60.4603,58.48604,55.24911,50.00863,49.10936,43.81043,1.245456,1.973903,2.628253,3.470369,4.122201,3.932411,3.086183,4.700874,5.471561,5.328571,5.245553,4.927716,4.865947,4.895612,4.779334,4.548941,4.60874,4.588005
M2_13106,0,7.214131,9.437784,11.90592,15.73885,19.60773,18.47671,14.48057,29.74085,56.12661,61.80805,64.47434,72.91307,63.2766,61.46387,58.21391,52.87412,52.161,47.43708,1.377756,2.145264,2.830231,3.701677,4.396681,4.226503,3.380887,4.99282,5.510276,5.314301,5.217319,4.894251,5.136907,5.211122,5.136045,4.951091,5.029294,5.071373
M3_13106,0,7.024295,9.260445,11.71947,15.56474,19.29908,18.15064,14.22789,29.23406,53.75122,59.24598,62.16823,72.44132,61.96187,60.08651,56.78211,51.46738,50.64433,45.49865,1.295375,1.958847,2.575736,3.365593,3.956527,3.787221,3.017558,4.468292,5.252925,5.107784,5.020427,4.750978,4.790085,4.834376,4.731664,4.511413,4.568959,4.552181
M4_13106,0,7.031606,9.157331,11.56974,15.37141,19.14391,18.00645,13.99366,29.11781,54.46064,60.0574,62.8215,71.84618,62.67439,60.88126,57.65174,52.40348,51.65143,46.78749,1.088881,1.762699,2.371566,3.128998,3.703909,3.554037,2.841844,4.11827,4.458576,4.285007,4.199511,3.948977,4.041134,4.109693,4.044819,3.917393,3.987875,4.051148
M5_13106,0,6.93184,9.123473,11.52109,15.27717,18.81939,17.69366,13.87117,28.34069,52.24586,57.80205,60.79995,71.44277,61.12726,59.19492,55.95564,50.63888,49.76926,44.59002,1.321447,1.993773,2.614493,3.403369,4.018844,3.838676,3.028192,4.600863,5.382789,5.224803,5.11836,4.733554,4.728779,4.778255,4.693509,4.498944,4.557508,4.572352
M1_13113,0,6.119233,7.812771,9.882962,13.18583,16.36338,15.36372,12.26563,25.92684,47.69499,52.6279,55.75148,67.30673,59.0123,57.09979,54.22726,49.20294,48.23133,43.18379,1.100295,1.686069,2.231344,3.014993,3.675231,3.496763,2.725975,4.699827,5.934141,5.83151,5.790298,5.409277,5.293259,5.330358,5.244953,5.018506,5.075922,5.030163
M1_13113-color,0,6.119233,7.812771,9.882962,13.18583,16.36338,15.36372,12.26563,25.92684,47.69499,52.6279,55.75148,67.30673,59.0123,57.09979,54.22726,49.20294,48.23133,43.18379,1.100295,1.686069,2.231344,3.014993,3.675231,3.496763,2.725975,4.699827,5.934141,5.83151,5.790298,5.409277,5.293259,5.330358,5.244953,5.018506,5.075922,5.030163
M2_13113,0,6.422437,8.165428,10.2257,13.56434,16.63704,15.63752,12.4293,26.3961,47.93243,52.90132,56.09175,68.00043,59.21033,57.2821,54.37391,49.35563,48.41186,43.38849,1.030236,1.51728,2.002319,2.667984,3.225466,3.064041,2.397655,3.953486,4.824533,4.684008,4.583074,4.127632,4.273681,4.347158,4.318429,4.211293,4.275225,4.318818
M3_13113,0,6.353372,8.08929,10.1744,13.5098,16.64104,15.60659,12.37709,26.37637,48.36797,53.32611,56.42267,67.74406,59.09248,57.16906,54.276,49.27792,48.32417,43.3067,1.073022,1.617827,2.134529,2.836399,3.400819,3.240145,2.545111,4.14054,4.95515,4.836154,4.766016,4.417006,4.452868,4.526284,4.488973,4.352059,4.411583,4.444504
M4_13113,0,6.27705,8.002228,10.04662,13.2827,16.30932,15.30883,12.28663,25.8246,47.05976,51.99443,55.18375,67.09624,58.57758,56.66164,53.76842,48.78799,47.82635,42.80011,1.022171,1.535905,2.026535,2.717438,3.302926,3.143371,2.462837,4.125879,5.120303,4.998346,4.925031,4.493376,4.464883,4.536368,4.485221,4.343676,4.405893,4.432447
M5_13113,0,6.344796,8.088419,10.168,13.43203,16.47524,15.49285,12.32141,26.07088,47.66029,52.61172,55.73133,67.25242,58.6214,56.69854,53.8115,48.83898,47.87109,42.82768,1.107451,1.635173,2.130439,2.817869,3.386834,3.22235,2.545805,4.184634,5.146233,5.046967,4.989964,4.64962,4.629783,4.692914,4.624876,4.464919,4.522214,4.534455
M1_13134,0,6.53464,8.564761,10.84233,14.49887,17.87411,16.76745,13.15434,27.96806,51.39505,56.59202,59.99559,71.92277,59.76302,57.67155,54.58,49.09846,48.01999,42.5105,1.097728,1.659885,2.196916,2.893966,3.412271,3.243159,2.544796,3.932209,4.564958,4.386839,4.271508,3.786057,4.027824,4.089904,4.072631,3.961994,4.019195,4.094754
M2_13134,0,6.626876,8.607952,10.89839,14.56473,17.97412,16.83458,13.18372,28.10726,52.45717,57.67266,60.94506,71.96312,59.78785,57.71572,54.62302,49.11654,48.01299,42.39034,1.125924,1.748274,2.322562,3.041755,3.534417,3.363373,2.655037,3.931657,4.380584,4.254434,4.199912,4.061919,4.115035,4.164218,4.11499,3.962654,4.021689,4.075086
M3_13134,0,6.459304,8.493609,10.81652,14.50451,17.95545,16.81888,13.05343,28.20349,52.53872,57.76084,61.07062,72.19705,60.08439,58.00951,54.90546,49.39257,48.29687,42.71892,1.152733,1.768354,2.353503,3.118238,3.678192,3.502251,2.754589,4.196351,4.706091,4.537117,4.459063,4.184907,4.388028,4.447897,4.409111,4.278787,4.336741,4.410725
M4_13134,0,6.511672,8.135676,10.14687,13.36695,16.33677,15.27925,11.97652,25.72692,49.18538,54.57517,58.00068,69.84635,57.03738,54.89481,51.87424,46.73751,45.68732,40.36752,1.105439,1.717061,2.281301,2.999983,3.496567,3.315257,2.565456,3.949593,4.435939,4.215909,4.096223,3.655807,3.923182,3.977803,3.949431,3.836043,3.886931,3.946462
M5_13134,0,6.365449,8.195966,10.3317,13.7869,16.97326,15.89436,12.41757,26.67798,50.3452,55.64029,59.03762,70.7259,58.32635,56.23762,53.21461,47.88233,46.81061,41.36654,1.154048,1.780277,2.362103,3.118831,3.677824,3.486949,2.709194,4.245344,4.917466,4.766339,4.689749,4.418103,4.42991,4.472414,4.417844,4.234762,4.292607,4.321666
